"Date","Div","Home","Away","Res","AvgH","AvgD","AvgA","Season"
"2014-08-09","E1","Watford","Bolton","H",2.06,3.4,3.53,2014
"2014-08-09","E1","Wigan","Reading","D",1.82,3.52,4.36,2014
"2014-08-10","E1","Wolves","Norwich","H",2.28,3.27,3.12,2014
"2014-08-16","E1","Birmingham","Brighton","H",3.08,3.16,2.37,2014
"2014-08-16","E1","Blackpool","Blackburn","A",4.98,3.56,1.72,2014
"2014-08-16","E1","Bolton","Nott'm Forest","D",2.64,3.22,2.66,2014
"2014-08-16","E1","Bournemouth","Brentford","H",1.82,3.51,4.35,2014
"2014-08-16","E1","Cardiff","Huddersfield","H",1.72,3.59,4.9,2014
"2014-08-16","E1","Charlton","Wigan","H",3.19,3.21,2.28,2014
"2014-08-16","E1","Fulham","Millwall","A",1.99,3.39,3.77,2014
"2014-08-16","E1","Leeds","Middlesbrough","H",3.23,3.28,2.24,2014
"2014-08-16","E1","Norwich","Watford","H",2.21,3.4,3.15,2014
"2014-08-16","E1","Reading","Ipswich","H",2.22,3.29,3.24,2014
"2014-08-16","E1","Rotherham","Wolves","H",2.81,3.23,2.51,2014
"2014-08-16","E1","Sheffield Weds","Derby","D",3.08,3.26,2.31,2014
"2014-08-19","E1","Birmingham","Ipswich","D",2.67,3.24,2.64,2014
"2014-08-19","E1","Blackpool","Brentford","A",3.34,3.27,2.2,2014
"2014-08-19","E1","Bolton","Middlesbrough","A",2.61,3.27,2.68,2014
"2014-08-19","E1","Bournemouth","Nott'm Forest","A",2.1,3.42,3.37,2014
"2014-08-19","E1","Cardiff","Wigan","H",2.31,3.29,3.07,2014
"2014-08-19","E1","Charlton","Derby","H",3.38,3.34,2.14,2014
"2014-08-19","E1","Leeds","Brighton","A",2.66,3.14,2.73,2014
"2014-08-19","E1","Norwich","Blackburn","H",2.05,3.37,3.59,2014
"2014-08-19","E1","Reading","Huddersfield","A",1.88,3.53,4.09,2014
"2014-08-19","E1","Rotherham","Watford","A",2.86,3.37,2.41,2014
"2014-08-19","E1","Sheffield Weds","Millwall","D",2.19,3.28,3.34,2014
"2014-08-20","E1","Fulham","Wolves","A",2.42,3.29,2.86,2014
"2014-08-23","E1","Blackburn","Bournemouth","H",2.35,3.31,2.99,2014
"2014-08-23","E1","Brentford","Birmingham","D",1.99,3.41,3.76,2014
"2014-08-23","E1","Brighton","Bolton","H",1.97,3.39,3.86,2014
"2014-08-23","E1","Derby","Fulham","H",1.73,3.63,4.8,2014
"2014-08-23","E1","Huddersfield","Charlton","D",2.15,3.35,3.33,2014
"2014-08-23","E1","Ipswich","Norwich","A",2.72,3.19,2.62,2014
"2014-08-23","E1","Middlesbrough","Sheffield Weds","A",1.85,3.44,4.31,2014
"2014-08-23","E1","Millwall","Rotherham","A",2.02,3.37,3.7,2014
"2014-08-23","E1","Nott'm Forest","Reading","H",1.94,3.48,3.83,2014
"2014-08-23","E1","Watford","Leeds","H",1.72,3.69,4.8,2014
"2014-08-23","E1","Wigan","Blackpool","H",1.41,4.29,8.22,2014
"2014-08-23","E1","Wolves","Cardiff","H",2.2,3.29,3.28,2014
"2014-08-30","E1","Brighton","Charlton","D",1.81,3.42,4.53,2014
"2014-08-30","E1","Derby","Ipswich","D",1.73,3.55,4.87,2014
"2014-08-30","E1","Fulham","Cardiff","D",2.65,3.23,2.64,2014
"2014-08-30","E1","Leeds","Bolton","H",2.52,3.25,2.77,2014
"2014-08-30","E1","Middlesbrough","Reading","A",1.76,3.52,4.69,2014
"2014-08-30","E1","Millwall","Blackpool","H",1.77,3.49,4.72,2014
"2014-08-30","E1","Norwich","Bournemouth","D",2.01,3.42,3.62,2014
"2014-08-30","E1","Rotherham","Brentford","A",2.26,3.28,3.14,2014
"2014-08-30","E1","Sheffield Weds","Nott'm Forest","A",2.75,3.2,2.56,2014
"2014-08-30","E1","Watford","Huddersfield","H",1.71,3.67,4.86,2014
"2014-08-30","E1","Wigan","Birmingham","H",1.69,3.6,5.12,2014
"2014-08-30","E1","Wolves","Blackburn","H",2.07,3.3,3.58,2014
"2014-09-13","E1","Birmingham","Leeds","D",2.16,3.28,3.38,2014
"2014-09-13","E1","Blackburn","Wigan","H",2.48,3.3,2.81,2014
"2014-09-13","E1","Blackpool","Wolves","D",4.31,3.39,1.86,2014
"2014-09-13","E1","Bolton","Sheffield Weds","D",2.38,3.37,2.89,2014
"2014-09-13","E1","Bournemouth","Rotherham","D",1.74,3.63,4.72,2014
"2014-09-13","E1","Brentford","Brighton","H",2.63,3.19,2.7,2014
"2014-09-13","E1","Cardiff","Norwich","A",2.6,3.26,2.68,2014
"2014-09-13","E1","Charlton","Watford","H",2.82,3.3,2.46,2014
"2014-09-13","E1","Huddersfield","Middlesbrough","A",3.1,3.28,2.3,2014
"2014-09-13","E1","Ipswich","Millwall","H",2.08,3.3,3.55,2014
"2014-09-13","E1","Reading","Fulham","H",2.35,3.28,2.99,2014
"2014-09-14","E1","Nott'm Forest","Derby","D",2.37,3.3,2.93,2014
"2014-09-16","E1","Birmingham","Sheffield Weds","A",2.82,3.26,2.48,2014
"2014-09-16","E1","Blackpool","Watford","A",4.02,3.43,1.91,2014
"2014-09-16","E1","Bolton","Rotherham","H",2.33,3.32,3.01,2014
"2014-09-16","E1","Bournemouth","Leeds","A",1.59,4.01,5.42,2014
"2014-09-16","E1","Brentford","Norwich","A",3.06,3.28,2.31,2014
"2014-09-16","E1","Cardiff","Middlesbrough","A",2.65,3.25,2.65,2014
"2014-09-16","E1","Charlton","Wolves","D",3,3.2,2.39,2014
"2014-09-16","E1","Huddersfield","Wigan","D",2.81,3.26,2.49,2014
"2014-09-16","E1","Ipswich","Brighton","H",2.55,3.17,2.79,2014
"2014-09-16","E1","Reading","Millwall","H",2.11,3.31,3.47,2014
"2014-09-17","E1","Blackburn","Derby","A",2.66,3.25,2.62,2014
"2014-09-17","E1","Nott'm Forest","Fulham","H",1.7,3.7,4.87,2014
"2014-09-20","E1","Brighton","Blackpool","D",1.52,3.91,6.76,2014
"2014-09-20","E1","Derby","Cardiff","D",1.77,3.6,4.57,2014
"2014-09-20","E1","Fulham","Blackburn","A",2.53,3.33,2.73,2014
"2014-09-20","E1","Leeds","Huddersfield","H",2.53,3.3,2.74,2014
"2014-09-20","E1","Middlesbrough","Brentford","H",1.75,3.52,4.84,2014
"2014-09-20","E1","Millwall","Nott'm Forest","D",2.94,3.29,2.39,2014
"2014-09-20","E1","Norwich","Birmingham","D",1.46,4.31,7,2014
"2014-09-20","E1","Rotherham","Charlton","D",2.1,3.32,3.5,2014
"2014-09-20","E1","Sheffield Weds","Reading","H",2.05,3.38,3.59,2014
"2014-09-20","E1","Watford","Bournemouth","D",2.26,3.34,3.13,2014
"2014-09-20","E1","Wolves","Bolton","H",1.67,3.7,5.16,2014
"2014-09-22","E1","Wigan","Ipswich","A",2.01,3.34,3.76,2014
"2014-09-27","E1","Birmingham","Fulham","A",2.68,3.27,2.59,2014
"2014-09-27","E1","Blackburn","Watford","D",2.19,3.39,3.18,2014
"2014-09-27","E1","Blackpool","Norwich","A",5.11,3.66,1.67,2014
"2014-09-27","E1","Bolton","Derby","A",3.66,3.44,1.99,2014
"2014-09-27","E1","Bournemouth","Wigan","H",2.06,3.35,3.55,2014
"2014-09-27","E1","Brentford","Leeds","H",2.01,3.38,3.67,2014
"2014-09-27","E1","Cardiff","Sheffield Weds","H",2.42,3.28,2.86,2014
"2014-09-27","E1","Charlton","Middlesbrough","D",3.45,3.27,2.13,2014
"2014-09-27","E1","Huddersfield","Millwall","H",2.32,3.3,2.99,2014
"2014-09-27","E1","Ipswich","Rotherham","H",1.96,3.39,3.82,2014
"2014-09-27","E1","Nott'm Forest","Brighton","D",2.16,3.31,3.31,2014
"2014-09-28","E1","Reading","Wolves","D",2.88,3.23,2.44,2014
"2014-09-30","E1","Brighton","Cardiff","D",1.97,3.4,3.85,2014
"2014-09-30","E1","Derby","Bournemouth","H",2,3.49,3.61,2014
"2014-09-30","E1","Middlesbrough","Blackpool","D",1.4,4.33,8.51,2014
"2014-09-30","E1","Millwall","Birmingham","A",1.93,3.4,3.98,2014
"2014-09-30","E1","Norwich","Charlton","A",1.51,4.07,6.5,2014
"2014-09-30","E1","Rotherham","Blackburn","H",2.48,3.33,2.77,2014
"2014-09-30","E1","Sheffield Weds","Ipswich","D",2.17,3.32,3.32,2014
"2014-09-30","E1","Watford","Brentford","H",2.01,3.49,3.57,2014
"2014-09-30","E1","Wigan","Nott'm Forest","D",2.32,3.29,3.05,2014
"2014-10-01","E1","Fulham","Bolton","H",1.92,3.43,3.94,2014
"2014-10-01","E1","Leeds","Reading","D",2.59,3.29,2.66,2014
"2014-10-01","E1","Wolves","Huddersfield","A",1.71,3.59,4.9,2014
"2014-10-03","E1","Blackpool","Cardiff","H",3.34,3.27,2.19,2014
"2014-10-04","E1","Blackburn","Huddersfield","D",1.86,3.56,3.95,2014
"2014-10-04","E1","Bolton","Bournemouth","A",3.34,3.4,2.1,2014
"2014-10-04","E1","Brentford","Reading","H",2.24,3.3,3.13,2014
"2014-10-04","E1","Charlton","Birmingham","D",2.15,3.28,3.33,2014
"2014-10-04","E1","Derby","Millwall","D",1.53,3.94,6.14,2014
"2014-10-04","E1","Leeds","Sheffield Weds","D",2.96,3.22,2.38,2014
"2014-10-04","E1","Middlesbrough","Fulham","H",1.8,3.52,4.3,2014
"2014-10-04","E1","Norwich","Rotherham","D",1.5,4.02,6.43,2014
"2014-10-04","E1","Watford","Brighton","D",2.48,3.24,2.8,2014
"2014-10-04","E1","Wolves","Wigan","D",2.02,3.3,3.68,2014
"2014-10-05","E1","Nott'm Forest","Ipswich","D",2,3.33,3.7,2014
"2014-10-17","E1","Rotherham","Leeds","H",2.13,3.35,3.42,2014
"2014-10-18","E1","Birmingham","Bolton","A",2.2,3.35,3.22,2014
"2014-10-18","E1","Bournemouth","Charlton","H",1.66,3.69,5.23,2014
"2014-10-18","E1","Brighton","Middlesbrough","A",2.38,3.17,3.05,2014
"2014-10-18","E1","Cardiff","Nott'm Forest","H",2.49,3.26,2.82,2014
"2014-10-18","E1","Fulham","Norwich","H",2.88,3.28,2.43,2014
"2014-10-18","E1","Huddersfield","Blackpool","H",1.77,3.51,4.72,2014
"2014-10-18","E1","Ipswich","Blackburn","D",2.14,3.38,3.33,2014
"2014-10-18","E1","Millwall","Wolves","D",2.92,3.23,2.43,2014
"2014-10-18","E1","Reading","Derby","A",2.95,3.29,2.37,2014
"2014-10-18","E1","Sheffield Weds","Watford","A",2.23,3.32,3.18,2014
"2014-10-18","E1","Wigan","Brentford","D",1.97,3.38,3.83,2014
"2014-10-21","E1","Blackburn","Birmingham","H",1.76,3.69,4.51,2014
"2014-10-21","E1","Blackpool","Derby","A",4.98,3.7,1.69,2014
"2014-10-21","E1","Bournemouth","Reading","H",1.76,3.61,4.63,2014
"2014-10-21","E1","Brentford","Sheffield Weds","D",2.16,3.33,3.36,2014
"2014-10-21","E1","Cardiff","Ipswich","H",2.39,3.25,2.98,2014
"2014-10-21","E1","Charlton","Bolton","H",2.35,3.26,3.04,2014
"2014-10-21","E1","Huddersfield","Brighton","D",2.75,3.26,2.56,2014
"2014-10-21","E1","Norwich","Leeds","D",1.49,4.24,6.52,2014
"2014-10-21","E1","Rotherham","Fulham","D",2.61,3.3,2.66,2014
"2014-10-21","E1","Watford","Nott'm Forest","D",2.24,3.37,3.15,2014
"2014-10-21","E1","Wigan","Millwall","D",1.9,3.42,4.12,2014
"2014-10-21","E1","Wolves","Middlesbrough","H",2.37,3.25,3.01,2014
"2014-10-24","E1","Fulham","Charlton","H",1.73,3.58,4.9,2014
"2014-10-25","E1","Birmingham","Bournemouth","A",3.8,3.41,1.96,2014
"2014-10-25","E1","Bolton","Brentford","H",2.42,3.27,2.87,2014
"2014-10-25","E1","Brighton","Rotherham","D",1.85,3.42,4.29,2014
"2014-10-25","E1","Derby","Wigan","A",1.73,3.58,4.83,2014
"2014-10-25","E1","Ipswich","Huddersfield","D",2.02,3.39,3.61,2014
"2014-10-25","E1","Leeds","Wolves","A",3.27,3.28,2.2,2014
"2014-10-25","E1","Middlesbrough","Watford","D",1.97,3.42,3.78,2014
"2014-10-25","E1","Millwall","Cardiff","H",2.47,3.23,2.85,2014
"2014-10-25","E1","Nott'm Forest","Blackburn","A",2.14,3.4,3.28,2014
"2014-10-25","E1","Reading","Blackpool","H",1.67,3.68,5.08,2014
"2014-10-25","E1","Sheffield Weds","Norwich","D",3.07,3.22,2.33,2014
"2014-10-31","E1","Norwich","Bolton","H",1.52,4.12,6.48,2014
"2014-11-01","E1","Blackburn","Reading","H",1.95,3.48,3.8,2014
"2014-11-01","E1","Blackpool","Ipswich","A",3.73,3.32,2.02,2014
"2014-11-01","E1","Bournemouth","Brighton","H",1.9,3.37,4.09,2014
"2014-11-01","E1","Brentford","Derby","H",3.11,3.34,2.26,2014
"2014-11-01","E1","Cardiff","Leeds","H",1.8,3.49,4.52,2014
"2014-11-01","E1","Charlton","Sheffield Weds","D",2.89,3.12,2.51,2014
"2014-11-01","E1","Huddersfield","Nott'm Forest","H",2.46,3.33,2.8,2014
"2014-11-01","E1","Rotherham","Middlesbrough","A",2.96,3.28,2.38,2014
"2014-11-01","E1","Watford","Millwall","H",1.89,3.5,4.01,2014
"2014-11-01","E1","Wigan","Fulham","D",2.17,3.32,3.27,2014
"2014-11-01","E1","Wolves","Birmingham","D",1.52,4.12,6.16,2014
"2014-11-04","E1","Birmingham","Watford","H",3.11,3.43,2.25,2014
"2014-11-04","E1","Bolton","Cardiff","H",2.54,3.28,2.75,2014
"2014-11-04","E1","Brighton","Wigan","H",2.22,3.28,3.29,2014
"2014-11-04","E1","Derby","Huddersfield","H",1.69,3.83,4.79,2014
"2014-11-04","E1","Ipswich","Wolves","H",2.5,3.27,2.82,2014
"2014-11-04","E1","Leeds","Charlton","D",2.24,3.25,3.24,2014
"2014-11-04","E1","Middlesbrough","Norwich","H",2.35,3.28,3.03,2014
"2014-11-04","E1","Millwall","Blackburn","D",2.61,3.32,2.67,2014
"2014-11-04","E1","Reading","Rotherham","H",2.01,3.4,3.72,2014
"2014-11-04","E1","Sheffield Weds","Bournemouth","A",3.13,3.32,2.28,2014
"2014-11-05","E1","Fulham","Blackpool","D",1.54,3.93,6.2,2014
"2014-11-05","E1","Nott'm Forest","Brentford","A",2.03,3.39,3.6,2014
"2014-11-07","E1","Bolton","Wigan","H",2.81,3.28,2.51,2014
"2014-11-08","E1","Birmingham","Cardiff","D",2.67,3.29,2.6,2014
"2014-11-08","E1","Brighton","Blackburn","D",2.08,3.37,3.49,2014
"2014-11-08","E1","Derby","Wolves","H",2.04,3.42,3.53,2014
"2014-11-08","E1","Fulham","Huddersfield","H",2.07,3.43,3.41,2014
"2014-11-08","E1","Ipswich","Watford","H",2.35,3.31,2.94,2014
"2014-11-08","E1","Leeds","Blackpool","H",1.79,3.49,4.47,2014
"2014-11-08","E1","Middlesbrough","Bournemouth","D",2.22,3.29,3.2,2014
"2014-11-08","E1","Millwall","Brentford","A",2.12,3.33,3.37,2014
"2014-11-08","E1","Nott'm Forest","Norwich","H",2.77,3.28,2.48,2014
"2014-11-08","E1","Reading","Charlton","A",1.78,3.48,4.55,2014
"2014-11-08","E1","Sheffield Weds","Rotherham","D",2.13,3.29,3.38,2014
"2014-11-21","E1","Brentford","Fulham","H",2.42,3.47,2.82,2014
"2014-11-21","E1","Cardiff","Reading","H",2.09,3.37,3.53,2014
"2014-11-22","E1","Blackburn","Leeds","H",1.68,3.8,4.94,2014
"2014-11-22","E1","Blackpool","Bolton","D",3.23,3.34,2.21,2014
"2014-11-22","E1","Bournemouth","Ipswich","D",1.78,3.58,4.55,2014
"2014-11-22","E1","Charlton","Millwall","D",2.72,3.16,2.66,2014
"2014-11-22","E1","Huddersfield","Sheffield Weds","D",2.21,3.38,3.21,2014
"2014-11-22","E1","Norwich","Brighton","D",1.84,3.47,4.41,2014
"2014-11-22","E1","Rotherham","Birmingham","A",2.09,3.4,3.45,2014
"2014-11-22","E1","Watford","Derby","A",2.69,3.44,2.52,2014
"2014-11-22","E1","Wigan","Middlesbrough","D",2.62,3.18,2.74,2014
"2014-11-22","E1","Wolves","Nott'm Forest","A",2.15,3.36,3.36,2014
"2014-11-29","E1","Birmingham","Nott'm Forest","H",3.08,3.32,2.29,2014
"2014-11-29","E1","Bolton","Huddersfield","H",2.25,3.39,3.1,2014
"2014-11-29","E1","Bournemouth","Millwall","D",1.6,3.82,5.75,2014
"2014-11-29","E1","Brentford","Wolves","H",2.28,3.4,3.04,2014
"2014-11-29","E1","Brighton","Fulham","A",2.01,3.46,3.63,2014
"2014-11-29","E1","Charlton","Ipswich","A",3.03,3.18,2.37,2014
"2014-11-29","E1","Leeds","Derby","H",4.01,3.5,1.9,2014
"2014-11-29","E1","Middlesbrough","Blackburn","D",1.86,3.49,4.24,2014
"2014-11-29","E1","Norwich","Reading","A",1.65,3.71,5.3,2014
"2014-11-29","E1","Rotherham","Blackpool","D",1.74,3.59,4.77,2014
"2014-11-29","E1","Sheffield Weds","Wigan","H",2.63,3.15,2.75,2014
"2014-11-29","E1","Watford","Cardiff","A",2.09,3.4,3.45,2014
"2014-12-05","E1","Fulham","Watford","A",2.23,3.47,3.11,2014
"2014-12-06","E1","Blackburn","Sheffield Weds","A",1.95,3.41,3.9,2014
"2014-12-06","E1","Blackpool","Birmingham","H",2.91,3.24,2.43,2014
"2014-12-06","E1","Cardiff","Rotherham","D",1.86,3.45,4.23,2014
"2014-12-06","E1","Derby","Brighton","H",1.85,3.52,4.19,2014
"2014-12-06","E1","Huddersfield","Brentford","H",2.41,3.37,2.85,2014
"2014-12-06","E1","Ipswich","Leeds","H",1.81,3.5,4.45,2014
"2014-12-06","E1","Millwall","Middlesbrough","A",3.18,3.24,2.27,2014
"2014-12-06","E1","Nott'm Forest","Charlton","D",1.67,3.58,5.38,2014
"2014-12-06","E1","Reading","Bolton","D",2.1,3.4,3.41,2014
"2014-12-06","E1","Wigan","Norwich","A",2.66,3.23,2.65,2014
"2014-12-06","E1","Wolves","Bournemouth","A",2.93,3.31,2.39,2014
"2014-12-12","E1","Brighton","Millwall","A",1.98,3.4,3.83,2014
"2014-12-13","E1","Birmingham","Reading","H",2.48,3.28,2.81,2014
"2014-12-13","E1","Bolton","Ipswich","D",2.62,3.24,2.7,2014
"2014-12-13","E1","Bournemouth","Cardiff","H",1.73,3.64,4.71,2014
"2014-12-13","E1","Brentford","Blackburn","H",2.28,3.39,3.05,2014
"2014-12-13","E1","Charlton","Blackpool","D",1.97,3.36,3.89,2014
"2014-12-13","E1","Leeds","Fulham","A",2.58,3.36,2.65,2014
"2014-12-13","E1","Middlesbrough","Derby","H",2.2,3.33,3.27,2014
"2014-12-13","E1","Norwich","Huddersfield","H",1.68,3.73,5.01,2014
"2014-12-13","E1","Rotherham","Nott'm Forest","D",2.78,3.3,2.51,2014
"2014-12-13","E1","Sheffield Weds","Wolves","A",2.25,3.33,3.16,2014
"2014-12-13","E1","Watford","Wigan","H",2.09,3.4,3.47,2014
"2014-12-19","E1","Millwall","Bolton","A",2.12,3.3,3.48,2014
"2014-12-20","E1","Blackburn","Charlton","H",1.69,3.69,4.96,2014
"2014-12-20","E1","Blackpool","Bournemouth","A",5.1,3.7,1.67,2014
"2014-12-20","E1","Cardiff","Brentford","A",2.34,3.3,2.99,2014
"2014-12-20","E1","Derby","Norwich","D",2.23,3.35,3.17,2014
"2014-12-20","E1","Fulham","Sheffield Weds","H",2.19,3.35,3.25,2014
"2014-12-20","E1","Huddersfield","Birmingham","A",2.18,3.41,3.2,2014
"2014-12-20","E1","Ipswich","Middlesbrough","H",2.85,3.19,2.5,2014
"2014-12-20","E1","Nott'm Forest","Leeds","D",1.7,3.68,4.93,2014
"2014-12-20","E1","Reading","Watford","A",2.61,3.28,2.66,2014
"2014-12-20","E1","Wigan","Rotherham","A",1.9,3.36,4.17,2014
"2014-12-20","E1","Wolves","Brighton","D",2.18,3.29,3.34,2014
"2014-12-26","E1","Birmingham","Derby","A",3.23,3.34,2.2,2014
"2014-12-26","E1","Bolton","Blackburn","H",2.61,3.24,2.69,2014
"2014-12-26","E1","Bournemouth","Fulham","H",1.64,3.88,5.07,2014
"2014-12-26","E1","Brentford","Ipswich","A",2.33,3.31,3,2014
"2014-12-26","E1","Brighton","Reading","D",2.11,3.29,3.49,2014
"2014-12-26","E1","Charlton","Cardiff","D",3.03,3.2,2.38,2014
"2014-12-26","E1","Leeds","Wigan","A",2.78,3.19,2.57,2014
"2014-12-26","E1","Middlesbrough","Nott'm Forest","H",1.82,3.45,4.46,2014
"2014-12-26","E1","Norwich","Millwall","H",1.57,3.92,5.85,2014
"2014-12-26","E1","Rotherham","Huddersfield","D",2.36,3.3,2.98,2014
"2014-12-26","E1","Sheffield Weds","Blackpool","H",1.64,3.71,5.45,2014
"2014-12-26","E1","Watford","Wolves","A",2,3.47,3.62,2014
"2014-12-28","E1","Blackburn","Middlesbrough","D",2.86,3.25,2.45,2014
"2014-12-28","E1","Blackpool","Rotherham","D",3,3.27,2.34,2014
"2014-12-28","E1","Cardiff","Watford","A",2.43,3.31,2.84,2014
"2014-12-28","E1","Huddersfield","Bolton","H",2.2,3.36,3.19,2014
"2014-12-28","E1","Millwall","Bournemouth","A",3.86,3.49,1.92,2014
"2014-12-28","E1","Nott'm Forest","Birmingham","A",1.79,3.56,4.43,2014
"2014-12-28","E1","Reading","Norwich","H",3.33,3.36,2.14,2014
"2014-12-28","E1","Wolves","Brentford","H",2.19,3.41,3.16,2014
"2014-12-29","E1","Fulham","Brighton","A",2.12,3.35,3.35,2014
"2014-12-30","E1","Derby","Leeds","H",1.46,4.16,6.93,2014
"2014-12-30","E1","Ipswich","Charlton","H",1.56,3.76,6.07,2014
"2014-12-30","E1","Wigan","Sheffield Weds","A",2.02,3.34,3.65,2014
"2015-01-10","E1","Birmingham","Wigan","H",2.5,3.23,2.81,2014
"2015-01-10","E1","Blackpool","Millwall","H",2.84,3.17,2.52,2014
"2015-01-10","E1","Bolton","Leeds","D",2.01,3.35,3.71,2014
"2015-01-10","E1","Bournemouth","Norwich","A",1.98,3.47,3.69,2014
"2015-01-10","E1","Brentford","Rotherham","H",1.95,3.54,3.72,2014
"2015-01-10","E1","Cardiff","Fulham","H",2.15,3.4,3.26,2014
"2015-01-10","E1","Charlton","Brighton","A",3.24,3.17,2.27,2014
"2015-01-10","E1","Huddersfield","Watford","H",2.67,3.31,2.58,2014
"2015-01-10","E1","Ipswich","Derby","A",2.55,3.27,2.74,2014
"2015-01-10","E1","Nott'm Forest","Sheffield Weds","A",2.11,3.33,3.45,2014
"2015-01-10","E1","Reading","Middlesbrough","D",3.16,3.21,2.29,2014
"2015-01-11","E1","Blackburn","Wolves","A",2.12,3.36,3.37,2014
"2015-01-17","E1","Brighton","Brentford","A",2.13,3.33,3.33,2014
"2015-01-17","E1","Derby","Nott'm Forest","A",1.67,3.7,5.03,2014
"2015-01-17","E1","Fulham","Reading","H",2.51,3.29,2.74,2014
"2015-01-17","E1","Leeds","Birmingham","D",2.46,3.22,2.84,2014
"2015-01-17","E1","Middlesbrough","Huddersfield","H",1.64,3.74,5.29,2014
"2015-01-17","E1","Millwall","Ipswich","A",3.37,3.28,2.15,2014
"2015-01-17","E1","Norwich","Cardiff","H",1.57,3.84,5.88,2014
"2015-01-17","E1","Rotherham","Bournemouth","A",4.12,3.51,1.85,2014
"2015-01-17","E1","Sheffield Weds","Bolton","A",2.04,3.3,3.65,2014
"2015-01-17","E1","Watford","Charlton","H",1.62,3.76,5.39,2014
"2015-01-17","E1","Wigan","Blackburn","D",2.44,3.23,2.87,2014
"2015-01-17","E1","Wolves","Blackpool","H",1.51,3.9,6.63,2014
"2015-01-20","E1","Leeds","Bournemouth","H",4.9,3.73,1.7,2014
"2015-01-20","E1","Middlesbrough","Cardiff","H",1.52,4.01,6.55,2014
"2015-01-21","E1","Brighton","Ipswich","H",2.56,3.17,2.78,2014
"2015-01-21","E1","Fulham","Nott'm Forest","H",2.46,3.33,2.79,2014
"2015-01-24","E1","Norwich","Brentford","A",1.67,3.75,5.09,2014
"2015-01-24","E1","Watford","Blackpool","H",1.38,4.61,8,2014
"2015-01-24","E1","Wigan","Huddersfield","A",2.3,3.22,3.14,2014
"2015-01-24","E1","Wolves","Charlton","D",1.6,3.77,5.78,2014
"2015-01-27","E1","Derby","Blackburn","H",1.8,3.58,4.4,2014
"2015-01-27","E1","Millwall","Reading","D",2.98,3.26,2.39,2014
"2015-01-27","E1","Rotherham","Bolton","H",2.45,3.25,2.89,2014
"2015-01-27","E1","Sheffield Weds","Birmingham","D",2.09,3.33,3.55,2014
"2015-01-30","E1","Bournemouth","Watford","H",1.84,3.68,4.07,2014
"2015-01-31","E1","Birmingham","Norwich","D",3.33,3.39,2.13,2014
"2015-01-31","E1","Blackburn","Fulham","H",1.92,3.46,3.9,2014
"2015-01-31","E1","Blackpool","Brighton","H",4.46,3.44,1.81,2014
"2015-01-31","E1","Bolton","Wolves","D",2.72,3.19,2.6,2014
"2015-01-31","E1","Brentford","Middlesbrough","A",2.92,3.25,2.41,2014
"2015-01-31","E1","Cardiff","Derby","A",3.34,3.32,2.15,2014
"2015-01-31","E1","Charlton","Rotherham","D",2.6,3.16,2.74,2014
"2015-01-31","E1","Huddersfield","Leeds","A",1.96,3.36,3.84,2014
"2015-01-31","E1","Ipswich","Wigan","D",1.74,3.57,4.68,2014
"2015-01-31","E1","Nott'm Forest","Millwall","A",1.72,3.63,4.78,2014
"2015-01-31","E1","Reading","Sheffield Weds","H",2.03,3.33,3.68,2014
"2015-02-07","E1","Brighton","Nott'm Forest","A",2.18,3.29,3.33,2014
"2015-02-07","E1","Derby","Bolton","H",1.54,4.01,6.08,2014
"2015-02-07","E1","Fulham","Birmingham","D",2.28,3.36,3.05,2014
"2015-02-07","E1","Leeds","Brentford","A",2.76,3.26,2.53,2014
"2015-02-07","E1","Middlesbrough","Charlton","H",1.35,4.69,9.06,2014
"2015-02-07","E1","Millwall","Huddersfield","A",2.67,3.3,2.58,2014
"2015-02-07","E1","Norwich","Blackpool","H",1.28,5.35,10.47,2014
"2015-02-07","E1","Rotherham","Ipswich","H",3.02,3.24,2.36,2014
"2015-02-07","E1","Sheffield Weds","Cardiff","D",2.06,3.31,3.63,2014
"2015-02-07","E1","Watford","Blackburn","H",1.94,3.61,3.7,2014
"2015-02-07","E1","Wigan","Bournemouth","A",3.8,3.39,1.97,2014
"2015-02-07","E1","Wolves","Reading","A",2.15,3.3,3.38,2014
"2015-02-10","E1","Birmingham","Millwall","A",1.95,3.39,3.93,2014
"2015-02-10","E1","Blackburn","Rotherham","H",1.89,3.5,4.05,2014
"2015-02-10","E1","Blackpool","Middlesbrough","A",7.27,4.02,1.48,2014
"2015-02-10","E1","Bolton","Fulham","H",2.38,3.31,2.94,2014
"2015-02-10","E1","Bournemouth","Derby","D",2.16,3.4,3.3,2014
"2015-02-10","E1","Brentford","Watford","A",2.42,3.31,2.89,2014
"2015-02-10","E1","Cardiff","Brighton","D",2.55,3.22,2.79,2014
"2015-02-10","E1","Charlton","Norwich","A",4.81,3.56,1.75,2014
"2015-02-10","E1","Huddersfield","Wolves","A",2.48,3.25,2.85,2014
"2015-02-10","E1","Ipswich","Sheffield Weds","H",1.98,3.33,3.93,2014
"2015-02-10","E1","Reading","Leeds","A",1.78,3.55,4.62,2014
"2015-02-11","E1","Nott'm Forest","Wigan","H",2.04,3.36,3.66,2014
"2015-02-14","E1","Blackpool","Nott'm Forest","D",3.91,3.38,1.96,2014
"2015-02-14","E1","Bolton","Watford","A",3.04,3.39,2.27,2014
"2015-02-14","E1","Bournemouth","Huddersfield","D",1.52,4.22,6,2014
