"Date","Div","Res","Odds","OddsDraw","OddsOpp","Season","Team","Res_1_0","Odds_Intervall","Country"
"2016-05-15","D2","Win",2.43,3.49,2.66,2015,"Duisburg",1,"(2,2.5]","DE"
"2017-07-30","D2","Lost",3.36,3.28,2.13,2016,"Duisburg",0,"(3,3.5]","DE"
"2017-08-05","D2","Draw",2.4,3.21,2.92,2017,"Duisburg",0,"(2,2.5]","DE"
"2017-08-19","D2","Win",3.65,3.25,2.03,2017,"Duisburg",1,"(3.5,4]","DE"
"2017-08-25","D2","Lost",2.45,3.18,2.88,2017,"Duisburg",0,"(2,2.5]","DE"
"2017-09-09","D2","Win",3.3,3.3,2.15,2017,"Duisburg",1,"(3,3.5]","DE"
"2017-09-16","D2","Lost",2.43,3.23,2.83,2017,"Duisburg",0,"(2,2.5]","DE"
"2017-09-19","D2","Draw",5.09,3.75,1.64,2017,"Duisburg",0,"(5,10]","DE"
"2017-09-22","D2","Lost",2.76,3.36,2.42,2017,"Duisburg",0,"(2.5,3]","DE"
"2017-10-02","D2","Lost",4.34,3.6,1.76,2017,"Duisburg",0,"(4,5]","DE"
"2017-10-13","D2","Draw",2.15,3.43,3.2,2017,"Duisburg",0,"(2,2.5]","DE"
"2017-10-22","D2","Win",2.74,3.12,2.56,2017,"Duisburg",1,"(2.5,3]","DE"
"2017-10-29","D2","Draw",2.82,3.37,2.36,2017,"Duisburg",0,"(2.5,3]","DE"
"2017-11-03","D2","Win",3.16,3.2,2.27,2017,"Duisburg",1,"(3,3.5]","DE"
"2017-11-19","D2","Win",2.06,3.25,3.55,2017,"Duisburg",1,"(2,2.5]","DE"
"2017-11-25","D2","Lost",2.81,3.32,2.39,2017,"Duisburg",0,"(2.5,3]","DE"
"2017-12-02","D2","Win",2.08,3.37,3.35,2017,"Duisburg",1,"(2,2.5]","DE"
"2017-12-10","D2","Draw",3.12,3.19,2.27,2017,"Duisburg",0,"(3,3.5]","DE"
"2017-12-17","D2","Win",2.28,3.33,2.97,2017,"Duisburg",1,"(2,2.5]","DE"
"2018-01-23","D2","Win",3.15,3.29,2.23,2017,"Duisburg",1,"(3,3.5]","DE"
"2018-01-27","D2","Draw",2.1,3.35,3.41,2017,"Duisburg",0,"(2,2.5]","DE"
"2018-02-04","D2","Win",2.81,3.21,2.47,2017,"Duisburg",1,"(2.5,3]","DE"
"2018-02-10","D2","Draw",2.24,3.33,3.09,2017,"Duisburg",0,"(2,2.5]","DE"
"2018-02-18","D2","Lost",3.46,3.46,2.02,2017,"Duisburg",0,"(3,3.5]","DE"
"2018-02-24","D2","Win",3.17,3.29,2.23,2017,"Duisburg",1,"(3,3.5]","DE"
"2018-03-03","D2","Lost",4.23,3.71,1.78,2017,"Duisburg",0,"(4,5]","DE"
"2018-03-11","D2","Lost",2.38,3.28,2.9,2017,"Duisburg",0,"(2,2.5]","DE"
"2018-03-18","D2","Lost",3.58,3.42,2,2017,"Duisburg",0,"(3.5,4]","DE"
"2018-03-31","D2","Lost",2.02,3.36,3.55,2017,"Duisburg",0,"(2,2.5]","DE"
"2018-04-07","D2","Draw",3.78,3.52,1.92,2017,"Duisburg",0,"(3.5,4]","DE"
"2018-04-14","D2","Lost",2.45,3.12,2.93,2017,"Duisburg",0,"(2,2.5]","DE"
"2018-04-22","D2","Win",3.18,3.14,2.25,2017,"Duisburg",1,"(3,3.5]","DE"
"2018-04-29","D2","Win",2.34,3.44,2.83,2017,"Duisburg",1,"(2,2.5]","DE"
"2018-05-06","D2","Draw",4.36,3.7,1.74,2017,"Duisburg",0,"(4,5]","DE"
"2018-05-13","D2","Win",2.31,3.43,2.86,2017,"Duisburg",1,"(2,2.5]","DE"
"2008-08-17","D1","Lost",2.27,3.24,2.98,2008,"Ein Frankfurt",0,"(2,2.5]","DE"
"2008-08-24","D1","Draw",3.06,3.23,2.24,2008,"Ein Frankfurt",0,"(3,3.5]","DE"
"2008-08-30","D1","Draw",5.22,3.56,1.63,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2008-09-20","D1","Lost",6.87,3.92,1.46,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2008-09-28","D1","Draw",1.91,3.3,3.9,2008,"Ein Frankfurt",0,"(1.5,2]","DE"
"2008-10-04","D1","Lost",4.73,3.46,1.7,2008,"Ein Frankfurt",0,"(4,5]","DE"
"2008-10-18","D1","Lost",3.37,3.3,2.06,2008,"Ein Frankfurt",0,"(3,3.5]","DE"
"2008-10-22","D1","Win",2.08,3.26,3.33,2008,"Ein Frankfurt",1,"(2,2.5]","DE"
"2008-10-25","D1","Win",3.06,3.23,2.24,2008,"Ein Frankfurt",1,"(3,3.5]","DE"
"2008-10-29","D1","Lost",6.11,3.77,1.53,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2008-11-02","D1","Win",3.33,3.27,2.09,2008,"Ein Frankfurt",1,"(3,3.5]","DE"
"2008-11-09","D1","Draw",2.85,3.23,2.35,2008,"Ein Frankfurt",0,"(2.5,3]","DE"
"2008-11-15","D1","Lost",5.12,3.58,1.64,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2008-11-22","D1","Win",2.24,3.25,3.04,2008,"Ein Frankfurt",1,"(2,2.5]","DE"
"2008-11-29","D1","Lost",7.76,4.32,1.39,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2008-12-06","D1","Win",2.04,3.26,3.53,2008,"Ein Frankfurt",1,"(2,2.5]","DE"
"2008-12-13","D1","Lost",7.51,4.19,1.42,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2009-01-31","D1","Lost",4.88,3.42,1.72,2008,"Ein Frankfurt",0,"(4,5]","DE"
"2009-02-07","D1","Draw",2.1,3.26,3.32,2008,"Ein Frankfurt",0,"(2,2.5]","DE"
"2009-02-14","D1","Lost",2.95,3.27,2.29,2008,"Ein Frankfurt",0,"(2.5,3]","DE"
"2009-02-21","D1","Win",3.33,3.26,2.12,2008,"Ein Frankfurt",1,"(3,3.5]","DE"
"2009-02-28","D1","Lost",3.47,3.29,2.05,2008,"Ein Frankfurt",0,"(3,3.5]","DE"
"2009-03-08","D1","Draw",3.45,3.26,2.09,2008,"Ein Frankfurt",0,"(3,3.5]","DE"
"2009-03-14","D1","Draw",2.88,3.26,2.35,2008,"Ein Frankfurt",0,"(2.5,3]","DE"
"2009-03-21","D1","Draw",6.62,3.83,1.5,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2009-04-04","D1","Win",1.85,3.35,4.21,2008,"Ein Frankfurt",1,"(1.5,2]","DE"
"2009-04-11","D1","Lost",9.74,5.21,1.28,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2009-04-18","D1","Win",2.1,3.28,3.4,2008,"Ein Frankfurt",1,"(2,2.5]","DE"
"2009-04-25","D1","Lost",7.94,4.37,1.39,2008,"Ein Frankfurt",0,"(5,10]","DE"
"2009-05-02","D1","Lost",3.2,3.31,2.16,2008,"Ein Frankfurt",0,"(3,3.5]","DE"
"2009-05-09","D1","Draw",3.86,3.33,1.93,2008,"Ein Frankfurt",0,"(3.5,4]","DE"
"2009-05-13","D1","Lost",2.53,3.3,2.62,2008,"Ein Frankfurt",0,"(2.5,3]","DE"
"2009-05-16","D1","Lost",4.3,3.46,1.79,2008,"Ein Frankfurt",0,"(4,5]","DE"
"2009-05-23","D1","Lost",4.74,3.93,1.65,2008,"Ein Frankfurt",0,"(4,5]","DE"
"2009-08-08","D1","Win",7.49,4.22,1.41,2009,"Ein Frankfurt",1,"(5,10]","DE"
"2009-08-15","D1","Draw",2.04,3.28,3.49,2009,"Ein Frankfurt",0,"(2,2.5]","DE"
"2009-08-22","D1","Draw",3.26,3.31,2.15,2009,"Ein Frankfurt",0,"(3,3.5]","DE"
"2009-08-29","D1","Draw",2.89,3.27,2.37,2009,"Ein Frankfurt",0,"(2.5,3]","DE"
"2009-09-12","D1","Win",3.17,3.31,2.18,2009,"Ein Frankfurt",1,"(3,3.5]","DE"
"2009-09-20","D1","Draw",3.73,3.36,1.96,2009,"Ein Frankfurt",0,"(3.5,4]","DE"
"2009-09-26","D1","Lost",2.8,3.27,2.42,2009,"Ein Frankfurt",0,"(2.5,3]","DE"
"2009-10-02","D1","Lost",7.08,4.06,1.46,2009,"Ein Frankfurt",0,"(5,10]","DE"
"2009-10-17","D1","Win",2.2,3.28,3.16,2009,"Ein Frankfurt",1,"(2,2.5]","DE"
"2009-10-24","D1","Lost",11.49,5.57,1.23,2009,"Ein Frankfurt",0,"(10,100]","DE"
"2009-11-01","D1","Win",1.86,3.38,4.09,2009,"Ein Frankfurt",1,"(1.5,2]","DE"
"2009-11-06","D1","Lost",7.28,4.29,1.42,2009,"Ein Frankfurt",0,"(5,10]","DE"
"2009-11-21","D1","Lost",2.15,3.29,3.27,2009,"Ein Frankfurt",0,"(2,2.5]","DE"
"2009-11-28","D1","Win",3.49,3.31,2.05,2009,"Ein Frankfurt",1,"(3,3.5]","DE"
"2009-12-05","D1","Win",2.19,3.26,3.23,2009,"Ein Frankfurt",1,"(2,2.5]","DE"
"2009-12-12","D1","Draw",6.39,3.86,1.52,2009,"Ein Frankfurt",0,"(5,10]","DE"
"2009-12-19","D1","Draw",3.19,3.31,2.19,2009,"Ein Frankfurt",0,"(3,3.5]","DE"
"2010-01-16","D1","Win",3.85,3.36,1.94,2009,"Ein Frankfurt",1,"(3.5,4]","DE"
"2010-01-23","D1","Draw",3.24,3.28,2.18,2009,"Ein Frankfurt",0,"(3,3.5]","DE"
"2010-01-30","D1","Lost",2.05,3.27,3.56,2009,"Ein Frankfurt",0,"(2,2.5]","DE"
"2010-02-07","D1","Win",5.89,3.62,1.6,2009,"Ein Frankfurt",1,"(5,10]","DE"
"2010-02-14","D1","Win",1.8,3.43,4.49,2009,"Ein Frankfurt",1,"(1.5,2]","DE"
"2010-02-20","D1","Draw",6.76,3.96,1.48,2009,"Ein Frankfurt",0,"(5,10]","DE"
"2010-02-27","D1","Lost",5.63,3.67,1.61,2009,"Ein Frankfurt",0,"(5,10]","DE"
"2010-03-06","D1","Lost",3.24,3.25,2.19,2009,"Ein Frankfurt",0,"(3,3.5]","DE"
"2010-03-13","D1","Lost",2.84,3.24,2.41,2009,"Ein Frankfurt",0,"(2.5,3]","DE"
"2010-03-20","D1","Win",7.11,4.16,1.44,2009,"Ein Frankfurt",1,"(5,10]","DE"
"2010-03-26","D1","Win",2.96,3.26,2.35,2009,"Ein Frankfurt",1,"(2.5,3]","DE"
"2010-04-03","D1","Win",3.2,3.31,2.18,2009,"Ein Frankfurt",1,"(3,3.5]","DE"
"2010-04-09","D1","Lost",2.95,3.27,2.36,2009,"Ein Frankfurt",0,"(2.5,3]","DE"
"2010-04-18","D1","Draw",2.28,3.3,2.98,2009,"Ein Frankfurt",0,"(2,2.5]","DE"
"2010-04-24","D1","Draw",3.21,3.25,2.2,2009,"Ein Frankfurt",0,"(3,3.5]","DE"
"2010-05-01","D1","Lost",2.35,3.31,2.88,2009,"Ein Frankfurt",0,"(2,2.5]","DE"
"2010-05-08","D1","Lost",4.32,3.79,1.72,2009,"Ein Frankfurt",0,"(4,5]","DE"
"2010-08-21","D1","Lost",2.62,3.25,2.63,2010,"Ein Frankfurt",0,"(2.5,3]","DE"
"2010-08-28","D1","Lost",3.16,3.34,2.19,2010,"Ein Frankfurt",0,"(3,3.5]","DE"
"2010-09-11","D1","Win",3.36,3.36,2.11,2010,"Ein Frankfurt",1,"(3,3.5]","DE"
"2010-09-17","D1","Lost",1.77,3.57,4.57,2010,"Ein Frankfurt",0,"(1.5,2]","DE"
"2010-09-22","D1","Lost",5.32,3.63,1.65,2010,"Ein Frankfurt",0,"(5,10]","DE"
"2010-09-25","D1","Win",2.01,3.37,3.65,2010,"Ein Frankfurt",1,"(2,2.5]","DE"
"2010-10-03","D1","Win",3.88,3.44,1.92,2010,"Ein Frankfurt",1,"(3.5,4]","DE"
"2010-10-17","D1","Win",2.88,3.29,2.4,2010,"Ein Frankfurt",1,"(2.5,3]","DE"
"2010-10-23","D1","Draw",2.71,3.29,2.54,2010,"Ein Frankfurt",0,"(2.5,3]","DE"
"2010-10-30","D1","Win",2.73,3.31,2.5,2010,"Ein Frankfurt",1,"(2.5,3]","DE"
"2010-11-06","D1","Win",2.42,3.4,2.77,2010,"Ein Frankfurt",1,"(2,2.5]","DE"
"2010-11-13","D1","Draw",3.77,3.59,1.91,2010,"Ein Frankfurt",0,"(3.5,4]","DE"
"2010-11-20","D1","Lost",2.21,3.36,3.14,2010,"Ein Frankfurt",0,"(2,2.5]","DE"
"2010-11-27","D1","Lost",8.84,4.77,1.35,2010,"Ein Frankfurt",0,"(5,10]","DE"
"2010-12-04","D1","Win",2.22,3.25,3.24,2010,"Ein Frankfurt",1,"(2,2.5]","DE"
"2010-12-11","D1","Lost",2.82,3.33,2.42,2010,"Ein Frankfurt",0,"(2.5,3]","DE"
"2010-12-18","D1","Win",4.5,3.61,1.77,2010,"Ein Frankfurt",1,"(4,5]","DE"
"2011-01-16","D1","Lost",2.01,3.41,3.61,2010,"Ein Frankfurt",0,"(2,2.5]","DE"
"2011-01-21","D1","Lost",5.93,4.07,1.54,2010,"Ein Frankfurt",0,"(5,10]","DE"
"2011-01-30","D1","Lost",2,3.4,3.6,2010,"Ein Frankfurt",0,"(1.5,2]","DE"
"2011-02-06","D1","Draw",3.33,3.36,2.13,2010,"Ein Frankfurt",0,"(3,3.5]","DE"
"2011-02-12","D1","Lost",3.57,3.36,2.04,2010,"Ein Frankfurt",0,"(3.5,4]","DE"
"2011-02-18","D1","Lost",3.85,3.49,1.94,2010,"Ein Frankfurt",0,"(3.5,4]","DE"
"2011-02-27","D1","Lost",2.53,3.32,2.7,2010,"Ein Frankfurt",0,"(2.5,3]","DE"
"2011-03-05","D1","Draw",2.28,3.28,3.09,2010,"Ein Frankfurt",0,"(2,2.5]","DE"
"2011-03-12","D1","Lost",5.19,3.61,1.68,2010,"Ein Frankfurt",0,"(5,10]","DE"
"2011-03-19","D1","Win",2,3.4,3.7,2010,"Ein Frankfurt",1,"(1.5,2]","DE"
"2011-04-03","D1","Draw",4.41,3.59,1.8,2010,"Ein Frankfurt",0,"(4,5]","DE"
"2011-04-08","D1","Draw",2.81,3.42,2.45,2010,"Ein Frankfurt",0,"(2.5,3]","DE"
"2011-04-16","D1","Lost",3.61,3.4,2.03,2010,"Ein Frankfurt",0,"(3.5,4]","DE"
"2011-04-23","D1","Draw",6.25,4.2,1.5,2010,"Ein Frankfurt",0,"(5,10]","DE"
"2011-04-30","D1","Lost",3.7,3.35,2.02,2010,"Ein Frankfurt",0,"(3.5,4]","DE"
"2011-05-07","D1","Lost",2.05,3.41,3.53,2010,"Ein Frankfurt",0,"(2,2.5]","DE"
"2011-05-14","D1","Lost",5.46,4.22,1.55,2010,"Ein Frankfurt",0,"(5,10]","DE"
"2011-07-15","D2","Win",2.67,3.23,2.52,2010,"Ein Frankfurt",1,"(2.5,3]","DE"
"2011-07-25","D2","Draw",1.73,3.52,4.45,2010,"Ein Frankfurt",0,"(1.5,2]","DE"
"2011-08-07","D2","Win",2.68,3.25,2.49,2011,"Ein Frankfurt",1,"(2.5,3]","DE"
"2011-08-15","D2","Draw",1.86,3.45,3.91,2011,"Ein Frankfurt",0,"(1.5,2]","DE"
"2011-08-21","D2","Win",1.6,3.67,5.46,2011,"Ein Frankfurt",1,"(1.5,2]","DE"
"2011-08-28","D2","Draw",1.38,4.35,7.79,2011,"Ein Frankfurt",0,"(1,1.5]","DE"
"2011-09-10","D2","Draw",2.4,3.29,2.74,2011,"Ein Frankfurt",0,"(2,2.5]","DE"
"2011-09-16","D2","Win",1.46,4.1,6.74,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2011-09-26","D2","Win",1.9,3.45,3.73,2011,"Ein Frankfurt",1,"(1.5,2]","DE"
"2011-09-30","D2","Win",1.45,4.16,6.74,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2011-10-14","D2","Win",2.06,3.36,3.33,2011,"Ein Frankfurt",1,"(2,2.5]","DE"
"2011-10-23","D2","Win",1.43,4.15,6.73,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2011-10-30","D2","Draw",1.53,3.89,5.72,2011,"Ein Frankfurt",0,"(1.5,2]","DE"
"2011-11-07","D2","Win",1.8,3.41,4.26,2011,"Ein Frankfurt",1,"(1.5,2]","DE"
"2011-11-20","D2","Win",1.32,4.7,8.99,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2011-11-26","D2","Lost",1.93,3.41,3.66,2011,"Ein Frankfurt",0,"(1.5,2]","DE"
"2011-12-03","D2","Win",1.25,5.31,10.29,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2011-12-12","D2","Draw",1.85,3.39,4.03,2011,"Ein Frankfurt",0,"(1.5,2]","DE"
"2011-12-19","D2","Lost",2.58,3.22,2.59,2011,"Ein Frankfurt",0,"(2.5,3]","DE"
"2012-02-05","D2","Win",1.54,3.78,5.8,2011,"Ein Frankfurt",1,"(1.5,2]","DE"
"2012-02-13","D2","Draw",2.88,3.22,2.34,2011,"Ein Frankfurt",0,"(2.5,3]","DE"
"2012-02-18","D2","Win",1.31,4.76,8.8,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2012-02-26","D2","Lost",2.03,3.33,3.4,2011,"Ein Frankfurt",0,"(2,2.5]","DE"
"2012-03-04","D2","Win",1.36,4.41,7.85,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2012-03-11","D2","Win",1.8,3.42,4.17,2011,"Ein Frankfurt",1,"(1.5,2]","DE"
"2012-03-16","D2","Win",1.36,4.63,7.85,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2012-03-26","D2","Win",2.06,3.33,3.34,2011,"Ein Frankfurt",1,"(2,2.5]","DE"
"2012-03-30","D2","Win",1.27,5.33,9.62,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2012-04-07","D2","Lost",1.79,3.53,4.18,2011,"Ein Frankfurt",0,"(1.5,2]","DE"
"2012-04-11","D2","Draw",1.26,5.32,10.12,2011,"Ein Frankfurt",0,"(1,1.5]","DE"
"2012-04-14","D2","Win",1.22,5.57,11.49,2011,"Ein Frankfurt",1,"(1,1.5]","DE"
"2012-04-23","D2","Win",1.69,3.67,4.6,2011,"Ein Frankfurt",1,"(1.5,2]","DE"
"2012-04-29","D2","Lost",1.45,4.15,6.32,2011,"Ein Frankfurt",0,"(1,1.5]","DE"
"2012-05-06","D2","Lost",2.54,3.45,2.5,2011,"Ein Frankfurt",0,"(2.5,3]","DE"
"2012-08-25","D1","Win",2.87,3.35,2.4,2012,"Ein Frankfurt",1,"(2.5,3]","DE"
"2012-09-01","D1","Win",3.61,3.39,2.04,2012,"Ein Frankfurt",1,"(3.5,4]","DE"
"2012-09-16","D1","Win",2.03,3.42,3.65,2012,"Ein Frankfurt",1,"(2,2.5]","DE"
"2012-09-21","D1","Win",3.29,3.37,2.17,2012,"Ein Frankfurt",1,"(3,3.5]","DE"
"2012-09-25","D1","Draw",4.6,3.78,1.74,2012,"Ein Frankfurt",0,"(4,5]","DE"
"2012-09-30","D1","Win",1.74,3.72,4.53,2012,"Ein Frankfurt",1,"(1.5,2]","DE"
"2012-10-07","D1","Lost",2.99,3.41,2.31,2012,"Ein Frankfurt",0,"(2.5,3]","DE"
"2012-10-20","D1","Win",2.16,3.44,3.24,2012,"Ein Frankfurt",1,"(2,2.5]","DE"
"2012-10-28","D1","Lost",3.26,3.45,2.16,2012,"Ein Frankfurt",0,"(3,3.5]","DE"
"2012-11-02","D1","Draw",1.61,3.95,5.56,2012,"Ein Frankfurt",0,"(1.5,2]","DE"
"2012-11-10","D1","Lost",15.28,7.05,1.17,2012,"Ein Frankfurt",0,"(10,100]","DE"
"2012-11-17","D1","Win",1.76,3.68,4.54,2012,"Ein Frankfurt",1,"(1.5,2]","DE"
"2012-11-24","D1","Draw",6.19,4.36,1.49,2012,"Ein Frankfurt",0,"(5,10]","DE"
"2012-11-27","D1","Lost",2.07,3.47,3.48,2012,"Ein Frankfurt",0,"(2,2.5]","DE"
"2012-11-30","D1","Lost",2.41,3.34,2.92,2012,"Ein Frankfurt",0,"(2,2.5]","DE"
"2012-12-08","D1","Win",2.39,3.49,2.8,2012,"Ein Frankfurt",1,"(2,2.5]","DE"
"2012-12-15","D1","Win",3.33,3.52,2.09,2012,"Ein Frankfurt",1,"(3,3.5]","DE"
"2013-01-19","D1","Lost",4.99,3.96,1.65,2012,"Ein Frankfurt",0,"(4,5]","DE"
"2013-01-26","D1","Win",1.97,3.49,3.72,2012,"Ein Frankfurt",1,"(1.5,2]","DE"
"2013-02-02","D1","Win",3.07,3.43,2.27,2012,"Ein Frankfurt",1,"(3,3.5]","DE"
"2013-02-09","D1","Draw",1.84,3.59,4.17,2012,"Ein Frankfurt",0,"(1.5,2]","DE"
"2013-02-16","D1","Lost",7.32,4.82,1.4,2012,"Ein Frankfurt",0,"(5,10]","DE"
"2013-02-22","D1","Draw",3.62,3.49,2.02,2012,"Ein Frankfurt",0,"(3.5,4]","DE"
"2013-03-01","D1","Lost",2.05,3.41,3.62,2012,"Ein Frankfurt",0,"(2,2.5]","DE"
"2013-03-10","D1","Draw",2.92,3.4,2.33,2012,"Ein Frankfurt",0,"(2.5,3]","DE"
"2013-03-17","D1","Lost",1.98,3.41,3.71,2012,"Ein Frankfurt",0,"(1.5,2]","DE"
"2013-03-31","D1","Win",2.3,3.28,3.09,2012,"Ein Frankfurt",1,"(2,2.5]","DE"
"2013-04-06","D1","Lost",5.7,4.05,1.57,2012,"Ein Frankfurt",0,"(5,10]","DE"
"2013-04-14","D1","Lost",3.02,3.26,2.38,2012,"Ein Frankfurt",0,"(3,3.5]","DE"
"2013-04-20","D1","Win",3.01,3.4,2.3,2012,"Ein Frankfurt",1,"(3,3.5]","DE"
"2013-04-28","D1","Draw",3.54,3.42,2.06,2012,"Ein Frankfurt",0,"(3.5,4]","DE"
"2013-05-04","D1","Win",1.82,3.55,4.39,2012,"Ein Frankfurt",1,"(1.5,2]","DE"
"2013-05-11","D1","Draw",3.14,3.5,2.17,2012,"Ein Frankfurt",0,"(3,3.5]","DE"
"2013-05-18","D1","Draw",1.98,3.59,3.63,2012,"Ein Frankfurt",0,"(1.5,2]","DE"
"2013-08-10","D1","Lost",3.04,3.33,2.31,2013,"Ein Frankfurt",0,"(3,3.5]","DE"
"2013-08-17","D1","Lost",10.49,5.65,1.27,2013,"Ein Frankfurt",0,"(10,100]","DE"
"2013-08-25","D1","Win",2.51,3.28,2.79,2013,"Ein Frankfurt",1,"(2.5,3]","DE"
"2013-09-01","D1","Lost",6.04,4.34,1.5,2013,"Ein Frankfurt",0,"(5,10]","DE"
"2013-09-14","D1","Win",2.84,3.34,2.43,2013,"Ein Frankfurt",1,"(2.5,3]","DE"
"2013-09-22","D1","Draw",3.16,3.45,2.18,2013,"Ein Frankfurt",0,"(3,3.5]","DE"
"2013-09-28","D1","Draw",1.81,3.73,4.14,2013,"Ein Frankfurt",0,"(1.5,2]","DE"
"2013-10-06","D1","Draw",2.54,3.32,2.73,2013,"Ein Frankfurt",0,"(2.5,3]","DE"
"2013-10-19","D1","Draw",1.57,3.94,5.86,2013,"Ein Frankfurt",0,"(1.5,2]","DE"
"2013-10-27","D1","Lost",3.48,3.47,2.05,2013,"Ein Frankfurt",0,"(3,3.5]","DE"
"2013-11-02","D1","Lost",2.37,3.3,2.97,2013,"Ein Frankfurt",0,"(2,2.5]","DE"
"2013-11-10","D1","Lost",2.81,3.3,2.49,2013,"Ein Frankfurt",0,"(2.5,3]","DE"
"2013-11-23","D1","Draw",2.61,3.36,2.61,2013,"Ein Frankfurt",0,"(2.5,3]","DE"
"2013-12-01","D1","Lost",2.84,3.38,2.41,2013,"Ein Frankfurt",0,"(2.5,3]","DE"
"2013-12-07","D1","Lost",2.12,3.52,3.29,2013,"Ein Frankfurt",0,"(2,2.5]","DE"
"2013-12-15","D1","Win",6.75,4.23,1.48,2013,"Ein Frankfurt",1,"(5,10]","DE"
"2013-12-20","D1","Draw",2.32,3.33,3.1,2013,"Ein Frankfurt",0,"(2,2.5]","DE"
"2014-01-25","D1","Win",2.36,3.34,2.99,2013,"Ein Frankfurt",1,"(2,2.5]","DE"
"2014-02-02","D1","Lost",21.4,9.18,1.11,2013,"Ein Frankfurt",0,"(10,100]","DE"
"2014-02-08","D1","Win",1.63,3.84,5.48,2013,"Ein Frankfurt",1,"(1.5,2]","DE"
"2014-02-15","D1","Lost",9.54,5.56,1.29,2013,"Ein Frankfurt",0,"(5,10]","DE"
"2014-02-23","D1","Draw",1.72,3.67,4.78,2013,"Ein Frankfurt",0,"(1.5,2]","DE"
"2014-03-02","D1","Win",2.1,3.46,3.4,2013,"Ein Frankfurt",1,"(2,2.5]","DE"
"2014-03-08","D1","Draw",2.83,3.34,2.47,2013,"Ein Frankfurt",0,"(2.5,3]","DE"
"2014-03-16","D1","Lost",1.83,3.53,4.37,2013,"Ein Frankfurt",0,"(1.5,2]","DE"
"2014-03-23","D1","Win",2.9,3.33,2.42,2013,"Ein Frankfurt",1,"(2.5,3]","DE"
"2014-03-26","D1","Win",2.64,3.33,2.63,2013,"Ein Frankfurt",1,"(2.5,3]","DE"
"2014-03-29","D1","Lost",4.14,3.68,1.83,2013,"Ein Frankfurt",0,"(4,5]","DE"
"2014-04-05","D1","Win",2.43,3.31,2.9,2013,"Ein Frankfurt",1,"(2,2.5]","DE"
"2014-04-11","D1","Lost",5.11,3.94,1.66,2013,"Ein Frankfurt",0,"(5,10]","DE"
"2014-04-17","D1","Lost",2,3.49,3.65,2013,"Ein Frankfurt",0,"(1.5,2]","DE"
"2014-04-26","D1","Draw",3.75,3.69,1.91,2013,"Ein Frankfurt",0,"(3.5,4]","DE"
"2014-05-03","D1","Lost",4.24,3.84,1.77,2013,"Ein Frankfurt",0,"(4,5]","DE"
"2014-05-10","D1","Lost",5.78,4.24,1.53,2013,"Ein Frankfurt",0,"(5,10]","DE"
"2014-08-23","D1","Win",2.01,3.45,3.68,2014,"Ein Frankfurt",1,"(2,2.5]","DE"
"2014-08-30","D1","Draw",5.37,4.01,1.62,2014,"Ein Frankfurt",0,"(5,10]","DE"
"2014-09-14","D1","Lost",2.26,3.38,3.16,2014,"Ein Frankfurt",0,"(2,2.5]","DE"
"2014-09-20","D1","Draw",4.59,3.84,1.74,2014,"Ein Frankfurt",0,"(4,5]","DE"
"2014-09-23","D1","Draw",2.4,3.35,2.96,2014,"Ein Frankfurt",0,"(2,2.5]","DE"
"2014-09-28","D1","Win",3.27,3.47,2.17,2014,"Ein Frankfurt",1,"(3,3.5]","DE"
"2014-10-04","D1","Win",2.33,3.3,3.07,2014,"Ein Frankfurt",1,"(2,2.5]","DE"
"2014-10-19","D1","Lost",2.72,3.36,2.56,2014,"Ein Frankfurt",0,"(2.5,3]","DE"
"2014-10-25","D1","Lost",2.33,3.46,2.96,2014,"Ein Frankfurt",0,"(2,2.5]","DE"
"2014-11-01","D1","Lost",3.01,3.49,2.3,2014,"Ein Frankfurt",0,"(3,3.5]","DE"
"2014-11-08","D1","Lost",13.06,6.77,1.21,2014,"Ein Frankfurt",0,"(10,100]","DE"
"2014-11-22","D1","Win",7.34,4.81,1.41,2014,"Ein Frankfurt",1,"(5,10]","DE"
"2014-11-30","D1","Win",5.11,4.24,1.61,2014,"Ein Frankfurt",1,"(5,10]","DE"
"2014-12-07","D1","Win",1.99,3.58,3.64,2014,"Ein Frankfurt",1,"(1.5,2]","DE"
"2014-12-12","D1","Lost",4,3.87,1.84,2014,"Ein Frankfurt",0,"(3.5,4]","DE"
"2014-12-17","D1","Draw",2.09,3.49,3.45,2014,"Ein Frankfurt",0,"(2,2.5]","DE"
